,address,tokens_bought,tokens_sold,total_transactions,unique_tokens_bought,unique_tokens_sold,net_posters
1478,0xeeddf3665f62473bbd481d6a58e33998f24aac9c,3,3,6,3,3,0
1479,0x9bcf50d39d15b15623e3a57628e3cead75890207,3,3,6,3,3,0
1480,0x0e442c7d7db830276ecc7292bc57456309fe1522,3,3,6,3,3,0
1481,0x9a26124ff3407ba1290721b40336ba896002afe0,3,3,6,3,3,0
1482,0xb1b349dfe0814bf7d40aa2a789f2dca8f137fd3b,3,3,6,3,3,0
1483,0xdf0a60e1873fbaf2d81a12505d97aee2d1ab5ce8,3,3,6,3,3,0
1484,0xd1d6bf2b014f0f2c53a54515d11e2d72d89b61b4,6,0,6,6,0,6
1485,0xe526f0dd4182a3abd95e343a68ca7cd4c7de910e,4,2,6,4,2,2
1486,0x9090652ca38b3aecac66afe481e9b8a602a3dffa,3,3,6,3,3,0
1487,0x28175de4df06a1ebc629262e745d5b5eefeb02ab,3,3,6,3,3,0
1488,0x3850cd6f7516fc46dd3aecf410fa84a0358968f5,3,3,6,3,3,0
1489,0xddbe58cc182dad04e7558aa94fa902b420feeb58,3,3,6,3,3,0
1490,0x95649659cdf4e6f57759c622cb54e4a63b493262,3,3,6,3,3,0
1491,0x40efd2a7b4d8ac3d08b33e708bd449d72e428433,3,3,6,3,3,0
1492,0xddaf39030823529b8cbd4203e2fe4311454e027b,3,3,6,3,3,0
1493,0x6743406e32127b7efe84157f6fbed69fbba309fd,4,2,6,4,2,2
1494,0xe15d0643779f442a7610125990cd550b014035a1,3,3,6,3,3,0
1495,0xeffb0a104543b9037b4391fc710221b38ba0a9c4,3,3,6,3,3,0
1496,0x9d176dbb7712b532cfd6036a21fa588c4fbfcef5,3,3,6,3,3,0
1497,0xd4eb40aff4d19df9d6235d5fd223c2308b94b3f8,3,3,6,3,3,0
1498,0x2420d61b30ebecc787fc4ca27f1e0b75037fdc68,3,3,6,3,3,0
1499,0xe5e9ffe707ee071998340972af6fb178f5c64ba6,3,3,6,3,3,0
1500,0x081d6c04de76031d9d9e23a0563e4eeb95ce09be,3,3,6,3,3,0
1501,0x40dfc135284bfee3e869bf5f2fd41704a18181b9,3,3,6,3,3,0
1502,0x17a5116c243808633ec742aec95bd16db8e69db2,3,3,6,3,3,0
1503,0xf4c40bf7070fdcf64ecf020bcb583738a6cc3bcd,3,3,6,3,3,0
1504,0x205bbda7a146bfacd57e43841fe3892782d65faf,3,3,6,3,3,0
1505,0x276b014497044468fab1490f81036fc65eebc09c,3,3,6,3,3,0
1506,0x111a63c07ee5d8b2f2d8b2ae202b1d95ad3572aa,3,3,6,3,3,0
1507,0x0590b48dfa0d60aa888ff7d6922290423ee8512d,3,3,6,3,3,0
1508,0xd8cb76fac61fde4cf75034af102cfb746fe9bc69,3,3,6,3,3,0
1509,0xb5c334d5b7ecc8cad80d70bca474e45f4d63e98b,3,3,6,3,3,0
1510,0x5b664f9882c7464e1b9d09568f392120bfe42daa,3,3,6,3,3,0
1511,0xe6ccd784b83c955acdff7cbdb04274999654f2cc,3,3,6,3,3,0
1512,0xcceca09ce174e57b26879b94924c76bb7b66ecd5,3,3,6,3,3,0
1513,0xfc322639c39dc59cf4f42d555ffc3213e968ef5e,3,3,6,3,3,0
1514,0xcbcce2388318919d5ee3f036c474bf1aff340272,3,3,6,3,3,0
1515,0x35473089317c8be9031bc1b5c9ca1875fdcf2120,3,3,6,3,3,0
1516,0x77ce79b1276128273f6cdf0aedee717ebfe02d79,3,3,6,3,3,0
1517,0x644f2a357b7d2f6588f3ef913eeb4efefd30f59a,3,3,6,3,3,0
1518,0xef57fb14adc43d022bd1d99692d3c682c6173465,3,3,6,2,2,0
1519,0xd895bbc452992fd28c8a40d053f812790e102184,3,3,6,3,3,0
1520,0x5c05177243a9d81caef1d4feab6750689d0363a6,3,3,6,3,3,0
1521,0x772735a47c5d1fb042b5be4d605a0323db365d91,3,3,6,3,3,0
1522,0xfef382aed469f793b78df2e19d5b405032a9808f,3,3,6,3,3,0
1523,0x4bafea7c1452a3a8568d96d99d66b2228b8f7604,3,3,6,3,3,0
1524,0x77717351c680b435b5cf9e8c8b1f42766d87411b,3,3,6,3,3,0
1525,0x4c0d8b81eca457f343c145e7b5af6cc3ea623602,4,2,6,4,2,2
1526,0x8c4e7292e36cf88362fb767e7ff9cd4e7bbdd715,3,3,6,3,3,0
1527,0x9cd997e6b20a142cd7e1b6eb5eb0c0f189556dd7,3,3,6,3,3,0
1528,0x917f4c25f09e60de8c8c14a799efb749d22fbf43,3,3,6,3,3,0
1529,0x62323b7d31a480253e582dcfb3bc456abb609d87,3,3,6,3,3,0
1530,0xfe59f409d7a05f8e24aa90626186cc820c8e3005,3,3,6,3,3,0
1531,0xdc3fbe8f55411939f1e48621cac269ed0c6d3a30,3,3,6,3,3,0
1532,0x2bfa9e5b2bfe6d84aac3a19995aa23cf81a3d234,3,3,6,3,3,0
1533,0xa1c20a55cfbf0282bc0854fe7c089e3707f0e455,3,3,6,3,3,0
1534,0x8f2c1cd44df3cd1f968f5a7dcbbf3c5d5b3d8056,3,3,6,3,3,0
1535,0xc2c021e83e1f4c32af0bd4af939f9310b0fd6900,3,3,6,3,3,0
1536,0xf4a66a92f5a9d622cb880831a0fd26ceca64d727,3,3,6,3,3,0
1537,0xdd083b3f91f389f756e517888b9daf89ce08a3c4,3,3,6,3,3,0
1538,0x63b22ae9c289616f72e93febab10d79751f53cee,3,3,6,3,3,0
1539,0x0dd70e248a98c9cebf1431048f593eb1cca3ef43,3,3,6,3,3,0
1540,0x4c4bbeb51614bfd7763fbd5e01e00f02f0ddb66b,3,3,6,3,3,0
1541,0x031ebb21ddc4ea7cb7f24817b26b3f4b827f83b5,3,3,6,3,3,0
1542,0xdfcba7eae632a6ea1be4d1ce59700b2c23db8435,3,3,6,3,3,0
1543,0x469c2cd9e3cc2859093e4f01bfd4360826ab0ab3,3,3,6,3,3,0
1544,0x39559dd1a159444ae1f3f4509e2e43eac3c85c1a,3,3,6,3,3,0
1545,0x14e8b81c4012bcd0966bd7f800f662a03ef68294,3,3,6,3,3,0
1546,0x4827cc0799a678fd2ec764bcf87596e5d16f4684,3,3,6,3,3,0
1547,0xc0e95ebd15252490cad48129f35ffb9e9919bd0e,3,3,6,3,3,0
1548,0x809e82136239a5f26596bd6ce9192207bdffa04c,3,3,6,3,3,0
1549,0x40b64ae4665109ce0cb9cf4d619afd6a4f73dff4,3,3,6,3,3,0
1550,0xa15ceffae873189757f94e497f649b4adda2fecf,3,3,6,3,3,0
1551,0x9571b19359b805ece360e733ccb97e0840c3a129,3,3,6,3,3,0
1552,0xff81b6e6599ecd876f6fcf4eadda990153fffcf4,3,3,6,3,3,0
1553,0x00000000d3baaa99a7e09ad0cd6efa987484064f,3,3,6,3,3,0
1554,0xcd1e27461af28e23bd3e84ed87e2c9a281bf0d9f,3,3,6,3,3,0
1555,0x76f1b5e7d2bf9644d84ab8367fa8739eee6edc90,3,3,6,3,3,0
1556,0x00e952276c03e71b7b6193a67ace9b3e60546042,6,0,6,6,0,6
1557,0x5429376b877772e54c9e13f7ebbad7f243a185b1,4,2,6,4,2,2
1558,0x529011590aa3dc655a371b2b88af18b6866b28b2,3,3,6,3,3,0
1559,0x5f6dd775a85f0bdf017ba7ae010496bdfbe4fb11,3,3,6,3,3,0
1560,0xeb6bc3940c9fe8d7a90baeb168f64f2fecd9a5ce,3,3,6,3,3,0
1561,0xe24da1c8f33e1dd8b7993b8b028c7109698ddaa5,3,3,6,3,3,0
1562,0x55fc82d7a5a3233674e5e4b3d7cd125b1facd515,3,3,6,3,3,0
1563,0x1bd5372bfe2e00d83883dc1b8a86aaa092661724,3,3,6,3,3,0
1564,0xbb41dd49254e8b9d631b835062392a460081734d,3,3,6,3,3,0
1565,0xf846e9bfeb081b95370ded98150b8a42885e6523,3,3,6,3,3,0
1566,0x950d765c3c0e5e9d9cf8c6cdc454c646651acf64,3,3,6,3,3,0
1567,0x007def61181b1731e5532d1f08f0a5a27281aea4,3,3,6,3,3,0
1568,0x00c511ab1b583f4efab3608d0897d377c4de47a6,3,3,6,3,3,0
1569,0x8e961eb62b866f71f446baab145063774004cdb9,3,3,6,3,3,0
1570,0x8e178600b634971480ddb724fa3f40bf225bbee3,3,3,6,3,3,0
1571,0xc67db0df922238979da0fd00d46016e8ae14cecb,4,2,6,4,2,2
1572,0xafb60a1cb7733a41d1e88319b4b78b47dd5c32c5,3,3,6,3,3,0
1573,0xf4157bcc2ac6ea4feae687647c97f20b1c5c8ab7,3,3,6,3,3,0
1574,0xc2458e55e8021c484b468f6a4ac858f6eb0e644b,3,3,6,3,3,0
1575,0x969eac041cfa4bac53109bffd20268293a68d805,3,3,6,3,3,0
1576,0xb2aef4ebd50d979c5c5e212ace1f77ece6f51c3b,3,3,6,3,3,0
1577,0x492a29d000430e451170f05133b11c89062121a9,4,2,6,4,2,2
1578,0x5fea1b7b5dac93e64bf5657e2766b917034cd672,3,3,6,3,3,0
1579,0x40719b26afa2edd8a3bb7f681e73ff1db5eda753,3,3,6,3,3,0
1580,0x02d1a96a3f39c2e4965e57caf70b3ac5083033f9,3,3,6,3,3,0
1581,0x9b56aaa0937047a211ad41b9ce5a4c0d731a442e,3,3,6,3,3,0
1582,0x96935c7831eee549ceda5c91ee4196248ba735e7,3,3,6,3,3,0
1583,0xf207e69a7cc3b4a00fec3039891a77b3df8c3577,3,3,6,3,3,0
1584,0x857c7f67694bd6223b080d02a8552e8f35e672e4,3,3,6,3,3,0
1585,0x88bf5a2e82510847e5dcbf33f44a9f611f1c1df5,3,3,6,3,3,0
1586,0xaac9a94460981317086703d17415dc4158bc4983,3,3,6,3,3,0
1587,0x59ea2177a4ef0bda89b938c60b512bcdef9bbde2,3,3,6,3,3,0
1588,0xb1e079854268985431935ce53aa54c8e1722fa0d,3,3,6,3,3,0
1589,0x27a45873644c0181aa7c48c913cdd36169b3fea5,3,3,6,3,3,0
1590,0x65319a59d0047b61111c1230fd3c5513495f7be9,3,3,6,3,3,0
1591,0xcf1561890d28eae36194e3a589e77b2e98de2f80,3,3,6,3,3,0
1592,0xb9e2b59bbb86d8e1f8017d5c236bb66d22c51e5b,3,3,6,3,3,0
1593,0xc3ac206741146f52f30ebc1bb901814637de3e48,3,3,6,3,3,0
1594,0x6bf59f277eb3d0be9e4b397d81c48980a1559300,3,3,6,3,3,0
1595,0x3b5354d5d6e10b09fd1db364964f21e7f4ad0447,3,3,6,3,3,0
1596,0x90b83a9e86982ca5f02bd575568b504145b31d89,3,3,6,3,3,0
1597,0x4060914d070dd6d15bfacb136a46f24022338e40,3,3,6,3,3,0
1598,0x1409bf16b2aa3fb70f1f160f10a3cde912924528,3,3,6,3,3,0
1599,0x80fb5880f38185661962e475ac1557817dc9faea,3,3,6,3,3,0
1600,0xe780eb1568c4f7f4798e9950920bdf33ecd6aad0,3,3,6,3,3,0
1601,0x88f3afa9757779a957b75890d2ff410d00d623a2,3,3,6,3,3,0
1602,0xc8a3040b62fcf8e47c34d560f09715fb2ad5e4d5,3,3,6,3,3,0
1603,0xa8095b86474d53dca0e0bcb1452a4da73090a205,3,3,6,3,3,0
1604,0x74a4ee5715bc2c6bb088c16ec3b8bad6280527d7,3,3,6,3,3,0
1605,0xb2b9b4d5cd5f2b27c29fea129c43b9fe250f73d7,3,3,6,3,3,0
1606,0x3843d837483767c20a19cb8b0defa25c3d160e45,3,3,6,3,3,0
1607,0x54a6523f22b31a90e7b1ff179f36d609f40ff931,3,3,6,3,3,0
1608,0x071f8795b317bb554c3ba789b06c2b48f0ff9564,3,3,6,3,3,0
1609,0x79f2360207e4026d38cf753feeb375b978ff4d84,3,3,6,3,3,0
1610,0xf6a32f757196ac753a354f145f408bf88beacf29,3,3,6,3,3,0
1611,0x11e15e2fd9f784a32327e6e1654555540a290af6,3,3,6,3,3,0
1612,0x8a33e42ceb277c4da1dd9098f0ec7bda83b1f04f,3,3,6,3,3,0
1613,0x73b9b4ab21ad26887d40534cd75ba991654a44ff,3,3,6,3,3,0
1614,0x3983e864dfc308618529cd1b419470b4a19428f0,4,2,6,4,2,2
1615,0x37bcad72009b3a7385b95f17492e2a3882da977e,3,3,6,3,3,0
1616,0xf1affc529ba8438b6a257e0ef9313f3491f4c852,3,3,6,3,3,0
1617,0x202eca424a8db90924a4daa3e6bcecd9311f668e,3,3,6,3,3,0
1618,0x07e07deda2262a3ceeec17964364041898ffbb97,5,1,6,5,1,4
1619,0x1bfccd3d1dc31ede78dd1b3e56b35cf6df7e63f5,3,3,6,3,3,0
1620,0x3d351ae3da1b0bc1d8745f60be21d1e0583ddb69,3,3,6,3,3,0
1621,0x02e7b1b0e38804fcc8c13d67def988e2cb4c5bf8,3,3,6,3,3,0
1622,0x0587e41b6aa2302b2cc3b6e53e3cc50e3698fca2,3,3,6,3,3,0
1623,0x0b15b27e1739d96fb971da481ffc2520157dcf66,3,3,6,3,3,0
1624,0xf332ed3fe19ddd582236b8c67e409933fa878b15,3,3,6,2,2,0
1625,0x2ff7fd024775e0e232c1b402a88c65ec9b95b773,3,3,6,3,3,0
1626,0x3c691aaccc85a7bfa92c8fb4c50670cd9dd6edbe,3,3,6,3,3,0
1627,0xfd2fe2f3f03b754392819888943df5d5ac8b6a82,6,0,6,6,0,6
1628,0x9b00771dbc3a6bbdd6393a7536cefd287f3bf865,3,3,6,3,3,0
1629,0xe63e2cdd24695464c015b2f5ef723ce17e96886b,3,3,6,3,3,0
1630,0x7a92a9cd2f78abe6e3716eb5cc2ed762ae90c88a,3,3,6,3,3,0
1631,0x94d9ebb25447ac5d66b58a6a4fdfd62b3b83bd90,3,3,6,3,3,0
1632,0x9f286319be34810f17fdad364d9ccaefac31407d,3,3,6,3,3,0
1633,0x64f29d9cd5c6c26ca3d9ed47fc690126ec79a2a6,3,3,6,3,3,0
1634,0xd6b954f59f0ebb252edc7796c64ba167a1e2efab,3,3,6,3,3,0
1635,0x13588fbe1ca4db24a0c1132b1b1763ceaa3e7d4c,3,3,6,3,3,0
1636,0x2d834ed2be42aaa78c6105a0d4a6f0cc9daca107,3,3,6,3,3,0
1637,0x13f9c84ea1325c3088266b8d0641ddabe2ea0ddb,3,3,6,3,3,0
1638,0x7cd4854339e35fa0243792685baebce73d6a23d1,3,3,6,3,3,0
1639,0x0d3ada2a0e63631e1515c208998bf63ad4882cee,3,3,6,3,3,0
1640,0xf8b539d40657d56cf505b1c00c5181acdfd146d0,3,3,6,3,3,0
1641,0x39f2fcfdd65573d4c1e6dc2d16c161d160e1e5e6,3,3,6,3,3,0
1642,0xd0d004b4ce867785d9ab4c684f0497680aa7b6ae,3,3,6,3,3,0
1643,0x9794ea402a03b342dfddf07946445814a568be2e,3,3,6,3,3,0
1644,0xd061dc1d012a77723f9c94ac1e3607bdc4714d07,3,3,6,3,3,0
1645,0xce60ee8402e51e01dbf8cc941e523c71b07405c6,5,1,6,5,1,4
1646,0x5109455b86277e6894f9de57e2828603dc69f11a,3,3,6,3,3,0
1647,0xcc78987f1c6603a657bc2f12ec58a518d903cff9,3,3,6,3,3,0
1648,0x6701d0dd7d2a0a0d84a088620583f82723c518aa,3,3,6,3,3,0
1649,0x928410314232e4fb1b88c56d129e07810bd81434,3,3,6,3,3,0
1650,0xa8a2aa7200b360e9b76fafe60950a587449a0ed4,3,3,6,3,3,0
1651,0x0af019f112a17a15713d57fcc7e4b8e7f5042955,3,3,6,3,3,0
1652,0x29f1327bb1d97c50ac4b62d7686de154d40d207a,3,3,6,3,3,0
1653,0x21ffb5de6ba0df27958145aed3cd3288000445b1,4,2,6,4,2,2
1654,0x88289ac519efb1cba5f522970e63264a969bed06,3,3,6,3,3,0
1655,0x30f13db19e33ee9f5dd5b4cb257d5dce7453a501,3,3,6,3,3,0
1656,0x9dd69143beef476bea936bec225bc1620e86e9c7,3,3,6,3,3,0
1657,0x30afb364ca451cfe4c697b26f0597414f569316c,3,3,6,3,3,0
1658,0x29bcea763b011806b9f272aed581653f24d58efd,3,3,6,3,3,0
1659,0x0e38bf5d483f67300a8e121bf32034e743c17887,3,3,6,3,3,0
1660,0x649f88b2071b64cc5ad04f64d7057c4182773995,3,3,6,3,3,0
1661,0xbbb9cc1d7353c685314fdeb825ba3bf36ad60a32,5,1,6,5,1,4
1662,0x50ac5cfcc81bb0872e85255d7079f8a529345d16,4,2,6,4,2,2
1663,0x461b826d3c6108a420ac696631dff5a6a425e01e,5,1,6,5,1,4
1664,0x49dc14dd851b6eae8d685715e12a06cc1bfc5d8d,3,3,6,3,3,0
1665,0xa11f0f1c19bac563877290d9040b7101b426d6da,3,3,6,3,3,0
1666,0xf5b5ff17b0adab8006751bd58546a0b25f673c3e,3,3,6,3,3,0
1667,0x2d4ac52084a0681476c11b8239aa789b55952320,3,3,6,3,3,0
1668,0x5a1060269dd97b9b2c4aac5bfa728312370a50b9,3,3,6,3,3,0
1669,0xbd44923f0bae4c06a4170a294c66f0afdb232726,3,3,6,3,3,0
1670,0x192402b1c85bf6eb36914f4efbc5cdd75f1c3ed2,3,3,6,3,3,0
1671,0xb7c62e8e2f3728484cc49734975898980ffc1350,3,3,6,3,3,0
1672,0xd647e101f980897d528a29f60b1d4e794a6fc422,3,3,6,3,3,0
1673,0xf24ea6adb290e4a3f5d0c5da53d328e78dff2789,6,0,6,6,0,6
1674,0x47ba9f86c3fa6e6741bb7c25e88f123644fb75cd,3,3,6,3,3,0
1675,0xb95d990c48db4dbb56a4e1470341d44ea8c4f834,3,3,6,3,3,0
1676,0xc5242634d097b492983dade82eac2e706cb9231b,3,3,6,3,3,0
1677,0x826b1cd5492c57264f342fdf9110294cef0b0b79,3,3,6,3,3,0
1678,0x7d5ced73c18832803dfbe68edd5863f4522bae83,3,3,6,3,3,0
1679,0x24cf76b1afa5e8d945ddf5dbd4f842fd43a779e6,3,3,6,3,3,0
1680,0x10e65beb2a45e01a2692964c3dcb93f951826b90,3,3,6,3,3,0
1681,0x17ffe0b00ff5194827b69e469bd938be59c1b10c,3,3,6,3,3,0
1682,0x855bbfce6880d989c751f1d28bfe6c530303f28a,3,3,6,3,3,0
1683,0xb5ac74c7af505f17b289972467826d184ba1e02e,6,0,6,6,0,6
1684,0x0998e92a430892e881ccc132b0a488ac9b1eda77,3,3,6,3,3,0
1685,0xd33bc431b2ec112bd7718eb7348c45d70b0ddf67,3,3,6,3,3,0
1686,0x0a0aecc73a0883c11d42426a565f9ac904922cbc,3,3,6,3,3,0
1687,0xea7ead46eedc0ebcf5d51f3be40afcc7d47973d6,3,3,6,3,3,0
1688,0x17a3a975c967c70a5fa5c2479cd24a3033f03717,3,3,6,3,3,0
1689,0xd4744a91803f8453d90d1b6d4b3ae8bd84e3b3bf,3,3,6,3,3,0
1690,0x77f28f84e65eb59858027b0d0f3ef573d931127e,3,3,6,3,3,0
1691,0x56ba45bec8eb91be8382b22946c5f709db113c39,4,2,6,4,2,2
1692,0xc3f9f47c48759758a9bcd578f393706e347d06ad,3,3,6,3,3,0
1693,0xffb57ddc67443637802015214e7267326dbfacb4,3,2,5,3,2,1
1694,0x1fbc0904246b83fcab3a38d2e98b452ef543edb9,3,2,5,3,2,1
1695,0x59cf495ebc8cb7f2f114dd934487c563c19b09d9,3,2,5,3,2,1
1696,0x1f1659d4f7495d91971d417490d5196319bce224,3,2,5,3,2,1
1697,0xfb7d005dac4fcdc8b34860c593beb35e8cad7111,4,1,5,4,1,3
1698,0xcb6b63cab98f8085a1283900d82aa8ff5544a423,5,0,5,5,0,5
1699,0xa870271a5193940f738e17f1fa1af4ee28d8fa50,3,2,5,3,2,1
1700,0x67fba2b6bd7218826667fbb535aabda05c989d2d,3,2,5,3,2,1
1701,0xf3d9281fa183b74f32b96e1c5244596045f4ede8,5,0,5,5,0,5
1702,0x5bc5e1b7dabf63dd51a06f6ef56f3df8e58a1e2a,3,2,5,3,2,1
1703,0x99fbfcce1b88b2029d08e10a793be000e3a078cb,3,2,5,3,2,1
1704,0xab3e040ba9c949599ea65e804f8f5facfafde16b,3,2,5,3,2,1
1705,0xf703dfe714ce2f071f48b72a6fcf066a2b721a00,4,1,5,4,1,3
1706,0xeb215e8aa26f62853ab0872c8b5caf2585f41e48,5,0,5,5,0,5
1707,0xf339d6b131ffce3efd11d97e5a50e14a9c238e0e,3,2,5,3,2,1
1708,0x11b4b317755c037b8f6ee413fc313ea6b9d577e3,4,1,5,4,1,3
1709,0xea869669210a69b035b382e0f2a498b87dc6a45c,3,2,5,3,2,1
1710,0x0210798166bc4934ffba40837cad2ff589056ffe,5,0,5,5,0,5
1711,0x3d06f9850b7fa716f77a164230511f568cc1bf44,3,2,5,3,2,1
1712,0xa218d6a3ad14cfbfc96017d5d7bceee1484bd6a5,3,2,5,3,2,1
1713,0xdc95b3863e95d0b2d5203005488476667c322906,3,2,5,3,2,1
1714,0x268ba934067a0df1b21401af6bb09d1756b0d938,5,0,5,5,0,5
1715,0x09a46e66168798af72ce1a3e4a931babf7241af9,3,2,5,3,2,1
1716,0x715f280d07b7d98b00f7eef9e4ca62e9c5dff999,3,2,5,3,2,1
1717,0x02a168020c8f00e13883fdb5584d7d2aca7d11e2,3,2,5,3,2,1
1718,0xdbd8277e2e16aa40f0e5d3f21ffe600ad706d979,3,2,5,2,2,1
1719,0x835b11bd4d299ecf40c0b642a402f758b9bc4419,3,2,5,3,2,1
1720,0xcd4ddf2aed875248d6d586b57146858a71eafc02,5,0,5,5,0,5
1721,0x5a1e2abefcc7f14657d7fc3695ea1190b8236c23,3,2,5,3,2,1
1722,0x0c6306c1ff8f0ca8432b761085d5ce74160a499a,3,2,5,3,2,1
1723,0x34c51ddb3800b3a22e37b8311402d31b630042bc,5,0,5,5,0,5
1724,0xc6a51d6e1f07e470cc4386f4fe295c3b8482dced,5,0,5,5,0,5
1725,0xd4681a1176830427366d2fec84aaf5f04beab2e8,5,0,5,5,0,5
1726,0x0ee01fd0bdb6b449cf343ecafa7116be49b5286a,5,0,5,5,0,5
1727,0x772e483e3e2515c4210ccb8300b800cf01067624,3,2,5,3,2,1
1728,0xfd0a4fc2b070baee7293e48d6f2588564e135e99,5,0,5,5,0,5
1729,0x6a32c7e7391a3e839a6058bb24bb0c091fbb84ce,5,0,5,5,0,5
1730,0xfb664b13d4cd3956b3bb165fd9c8fdf64820df79,3,2,5,3,2,1
1731,0xeb7c4ad7f27f38c5586cc2b113b5f23674c29cd5,3,2,5,3,2,1
1732,0x02936aea4c6e0a4df8f425499f3258aee55dd824,3,2,5,2,2,1
1733,0xfc27c589b33b7a52eb0a304d76c0544ca4b496e6,5,0,5,5,0,5
1734,0x7ea2a1503e2944c33636b556887811bc5b7bf9ac,3,2,5,2,1,1
1735,0x3f26d1fbca12c19c9023e7e66f69a3c0c5524d47,5,0,5,5,0,5
1736,0x67c8b50858dc8d117fd86b6f272c8d2497a547ca,3,2,5,3,2,1
1737,0x448a6e3e4c02df62fc8d9817f9817add26d706d0,5,0,5,5,0,5
1738,0x2bd0b7cf9d6c7c90eb5a224e1c91d85bd1d21cb9,3,2,5,3,2,1
1739,0x0bc51ce78ef9ea1364b81654780d208e5ac4db1b,3,2,5,3,2,1
1740,0x80bb1836506b465dc78bb47e9504260974e3b117,3,2,5,3,2,1
1741,0xe9976c99962cdbb8e599ea878bfe4b67ce229884,3,2,5,3,2,1
1742,0x2a0e1c741e055d7af4213028ccd69fc77299bad4,3,2,5,3,2,1
1743,0xf0739d4bf7cf465e152d066deb86ee93fc598bd0,5,0,5,5,0,5
1744,0xd005d54c53d144021db4841a3425a55bde2e140d,4,1,5,4,1,3
1745,0xb7789ab9f0d568e0aa5469e3cc8eff8682fc8673,3,2,5,3,2,1
1746,0x4d0bf3c6b181e719cdc50299303d65774dfb0af7,4,1,5,4,1,3
1747,0x2a45c51ad0be68790e28d26ac8963497f6760472,3,2,5,3,2,1
1748,0x35d2fc24a1d8b6dc019ee4e0e382ce4d394b010e,5,0,5,5,0,5
1749,0x00444797ba158a7bdb8302e72da98dcbccef0fbc,3,2,5,3,2,1
1750,0x3ab897e1bb140319165a1c4435546365019ffcf3,5,0,5,5,0,5
1751,0xd04b3f8805b0f31b952400130677e006846d4746,5,0,5,5,0,5
1752,0xf6f4b3d80884dcf2e602820622cafc1bcc1f9afe,4,1,5,4,1,3
1753,0x5ba7b33057cf3c512bb6c64de814fb191b681154,3,2,5,3,2,1
1754,0x03251ae9065a02d50230e02b137265157e101c20,5,0,5,5,0,5
1755,0xd8eaa1e8fe9706bc4e487b4eb12300e3b4c8cb65,3,2,5,3,2,1
1756,0x4743109d8bf35816039e5ff330e415096352e655,3,2,5,3,2,1
1757,0xc3592d5eb271e72a77d1af9f407cc7b4a2c8d898,5,0,5,5,0,5
1758,0x660c6e11612cdf5fceb297a84071aff390e13c06,3,2,5,2,1,1
1759,0x8e1f868ebb90749dc6fce7e9f0e147fff59125d5,3,2,5,3,2,1
1760,0xc044282f35f0aaed53c530ee226698ae9cc0ab51,3,2,5,3,2,1
1761,0x42a638af89571046013e7c86c32fb01e95d5d35b,3,2,5,3,2,1
1762,0x5f31df82d68bc9705eeb0febf3fe3b6359ba586d,3,2,5,3,2,1
1763,0x4b5c7beaa0f2dc46a9e573202964fbb162fcfcd1,5,0,5,5,0,5
1764,0x31033a55e9d58affdde7869d2e6fe723b2b0186a,3,2,5,3,2,1
1765,0xca4a31c7ebcb126c60fab495a4d7b545422f3aaf,4,1,5,4,1,3
1766,0xabb5fed8a72b3344f73a609792da0c1fbd82f4c8,5,0,5,5,0,5
1767,0xc18579050eadccd89a4c3367cbad6e3b57a93a35,3,2,5,3,2,1
1768,0x84874aa02db3bfff23e9c6bfad0b6cfc198231be,3,2,5,3,2,1
1769,0x445469b857d64fa63ae7d3af5ee8d66e29b6d443,5,0,5,5,0,5
1770,0x9007e386e89eece958ffa5152cc0a37b2f28012f,3,2,5,3,2,1
1771,0x08eea074e18321bcdf3a2a93e987d74ef9d80400,5,0,5,5,0,5
1772,0x224da03f2e9ef7b84b6bd6f62de6f9e399eac20e,3,2,5,3,2,1
1773,0x42e2564f90ecfe0f9f72322740679b76fe56ea15,5,0,5,5,0,5
1774,0xbaeef83048902fc3a1cfd0a2eae13a86d5ca88ae,5,0,5,5,0,5
1775,0x6b285532d2ab9850dd82c2bbab90f80b65d718c7,3,2,5,3,2,1
1776,0x53b0f91ed2e63797ce770972c388c75ecf95a784,3,2,5,3,2,1
1777,0x17a6df6bd8ff3c46cb73c8fe190cb20cacea7072,3,2,5,3,2,1
1778,0x5f8e523e39ed93fe29d4ec23a1a827fbc374467f,3,2,5,3,2,1
1779,0xc51e4f7ada44ca984cbbbaf035b8c2f4672b751d,3,2,5,3,2,1
1780,0x4f7f3606bcf2a4f805e2f1ce85d9a6d95fa85c6d,3,2,5,3,2,1
