,address,tokens_bought,tokens_sold,total_transactions,unique_tokens_bought,unique_tokens_sold,net_posters
2690,0xcf143b0e9bcf524511d382684c63d786e41763b3,3,0,3,3,0,3
2691,0xb4387fd9abb7a01d0d09f2b74119d242d8bedcbf,2,1,3,2,1,1
2692,0xbd5e48fffb2ad39f37817bb6e555bf1ae4103f98,2,1,3,2,1,1
2693,0xa924107b01a3d271e33fa464f68a6f06416963b7,2,1,3,1,1,1
2694,0xdac2c5d760ff866bc796ddb88dffec3d9a90b7e5,3,0,3,3,0,3
2695,0x55a6a336889aa76acc22b172aa614d5abf3dcd9b,2,1,3,2,1,1
2696,0x3c1857e32134aed3691025b48ae2bfc95696c548,2,1,3,2,1,1
2697,0x4880b148627764aba65667b31e6dd99622b8386b,2,1,3,2,1,1
2698,0x99b28e37e19086c3f6d1d0dbaa364fc3b62f56d9,3,0,3,3,0,3
2699,0x698bb6299824a053a9fa1e677d48ca44daa0a0c8,2,1,3,2,1,1
2700,0xd08097ddc32e644166f334bf5666b75e2bb22909,2,1,3,2,1,1
2701,0x632fd6d5e53a8661e751a964c9d7c9aa63ecaa5a,2,1,3,2,1,1
2702,0xebd93a2611b0a35f722e79a4bf7f7f000c514a4d,2,1,3,2,1,1
2703,0x3338242225fd25cbf008262528576b0235cad516,2,1,3,2,1,1
2704,0xe93348b328f09bdd7ca877952aeecd0e533e5bb3,2,1,3,2,1,1
2705,0xa8b59b06010d7e962e3aba1a858d122d98453f45,2,1,3,2,1,1
2706,0x667aeda8cd06b6375f8455e59b36cf22f9f12605,2,1,3,2,1,1
2707,0x07aa0abdb74d1a71239d1f8b31e3d9cd1554c261,2,1,3,2,1,1
2708,0x7c421efcf9304dd3b0df18ee20ba4950294434e9,2,1,3,2,1,1
2709,0x8c0fbbe66a8186709385320414da7c77ac6348c7,2,1,3,2,1,1
2710,0xa553c347bdb0b59efe5a5bcc840d2662325ae8c1,1,1,2,1,1,0
2711,0x24405f86b0879604f99c264e4da2144f6258c277,2,0,2,2,0,2
2712,0xf849fbc43f9a108a297c8730eede2896932fda68,1,1,2,1,1,0
2713,0x90f5cc59e3ea2a74ae3cef19e7618c293c1ed1d5,1,1,2,1,1,0
2714,0x87889e2aa5b77f7c9c5695b61deb9233a154458e,1,1,2,1,1,0
2715,0xb040cc5ba746ebda82ab82294dc01d455cd9c0a5,1,1,2,1,1,0
2716,0x1c7863f4c8e0098530ad7b6589acb3966877e907,1,1,2,1,1,0
2717,0xbc842348197c3e7c080a89afb3349d8952fe1270,1,1,2,1,1,0
2718,0x3189ebb97fd0572e01a4cdce70b76fb9da91720d,1,1,2,1,1,0
2719,0x32d15eb3a76b00c33f07bf8d0350c4c606959c67,1,1,2,1,1,0
2720,0xb66f923011b31d37391876ef4dc618a722fbcfa1,1,1,2,1,1,0
2721,0xcb3aeb12405d42544dcfb605215333bae5793cd2,1,1,2,1,1,0
2722,0x268458a1680fbcedbffaa4ef1ca3cc8e172ff828,1,1,2,1,1,0
2723,0x03a101901bafa5d179ada227b3fc2c3cec4ce000,2,0,2,2,0,2
2724,0xd23a3d137de99a9c81e46d3546bdfec797bcbe69,1,1,2,1,1,0
2725,0x0d4064692eaf990221e439b723bb0a2f760722ba,2,0,2,2,0,2
2726,0xfddac64a7d486e2a180757fcd357636550c13598,1,1,2,1,1,0
2727,0xae0e36163265b3164f58712742362b2e57e513f8,1,1,2,1,1,0
2728,0x69ef5d12a816c44d291ed0bc1d7d1bdf09cf38a5,1,1,2,1,1,0
2729,0xe59c78ffe5bf4cc56bdd0df545756f3c8af5d04d,1,1,2,1,1,0
2730,0xb5c3dddcbf4a81acfe40b7969f8dd0e609987c49,1,1,2,1,1,0
2731,0x6eba880c9b6b3ca89a7abc6431c9e416f90e4c92,1,1,2,1,1,0
2732,0x5bffdc17c39aca1c948e862b0feca2a1ecf40606,1,1,2,1,1,0
2733,0x00e33a447292c1e547fbca839856cc0b724e082b,1,1,2,1,1,0
2734,0x6aa034adaf4e88700f7fe1e9210c621be42770c8,1,1,2,1,1,0
2735,0x037dfd569defbc08ae28001159b4c49f6d006cff,1,1,2,1,1,0
2736,0x6e400e4c5419e889388141e89c8761338f841ed8,1,1,2,1,1,0
2737,0xaeb2914f66222fa7ad138e128a0575048bc76032,2,0,2,2,0,2
2738,0x66094265fae157f59444ae523250aa6d2a44e81c,1,1,2,1,1,0
2739,0x37f8623e9d526c18826089efe35b22daffe29c29,1,1,2,1,1,0
2740,0xd3be6d9e5d71879fd02c1177109b4c2495c65820,1,1,2,1,1,0
2741,0x10a3b9d4273375dfeefcbe99af1af6f42352e211,1,1,2,1,1,0
2742,0x9890b9970edcbd96ae89008adba2f7319eecd7e3,1,1,2,1,1,0
2743,0x80e7ed83354833aa7b87988f7e0426cffe238a83,1,1,2,1,1,0
2744,0x29b32f1320e2e78fa66a92e5114a125e68e75e88,1,1,2,1,1,0
2745,0x2a734c36d1655f356b04e10f9676cbf4ad8b2237,1,1,2,1,1,0
2746,0xe0e81214635e051427a182c97f1fbdd1f6ab31ea,1,1,2,1,1,0
2747,0x865834fdea9ab4518364b63e1bfcdfac13f785b9,1,1,2,1,1,0
2748,0x501e3e4c5f6ff9c157d85ca5074ca033d048682a,1,1,2,1,1,0
2749,0x736e4676121817b8ce9490157c9ccddcfcc77ac0,1,1,2,1,1,0
2750,0x88d8875616be13d6d14fd019782aa56fc5a40d5b,1,1,2,1,1,0
2751,0xafa1bea94b511053c0e812189bbe89149152e8e0,1,1,2,1,1,0
2752,0x1dca9ad259fac5941292eec5be6c45782b91b3fb,1,1,2,1,1,0
2753,0xd08b294dbd8bc760c57abdec26515da626511b40,1,1,2,1,1,0
2754,0x9c4c1615fafe1afab80470062d18f6e2337e3356,1,1,2,1,1,0
2755,0x30ed49e1a140355b170e522513c6be8b9ae32c94,1,1,2,1,1,0
2756,0x6a4e8a9735473f840e931ad5e9406d919a7953a3,1,1,2,1,1,0
2757,0x200f74783722d449c611feb9513824a112647d6a,1,1,2,1,1,0
2758,0xaf331ceea7c3beeee434304d5d7829eb076542be,1,1,2,1,1,0
2759,0x2a78200ba51eacc3724bf0a65b2bcd2d97230a34,1,1,2,1,1,0
2760,0xc5240d991b241c222f38a599da988f4f3cd78e55,1,1,2,1,1,0
2761,0x748e495fd32e8c63202f2bcf510f6f6b0a9bf576,1,1,2,1,1,0
2762,0xbd6af66d5a120ca744fc619f916cef743f967c3c,1,1,2,1,1,0
2763,0x6273a433bb0f7af075270de55a1ea0d741c19a46,1,1,2,1,1,0
2764,0xbd65c36c97be77473926763e813ef697a70ca3af,1,1,2,1,1,0
2765,0xf381c19975f94e897d0494620be081a53ba677c0,1,1,2,1,1,0
2766,0xfb00059194cc3810e87adfa810e61bd61543a2c6,1,1,2,1,1,0
2767,0x8b7a9f69b76e0415176120444ee056bf36982124,1,1,2,1,1,0
2768,0x4615ce08525be07ac139edbc5be082e793c54d6f,1,1,2,1,1,0
2769,0xea7e16d3305d6c017e19c14e1b8382d5870d5d6a,1,1,2,1,1,0
2770,0x44b70ae56fba516b7468e4996ff4b8005d09d1b0,1,1,2,1,1,0
2771,0x737b05367cdb0b050b1c44cdc6145f85666b0df1,1,1,2,1,1,0
2772,0x7139c699c7bede7f4743da836a81d39a6436d7e8,1,1,2,1,1,0
2773,0x6a4ed3c66ae0f0cfb9cbee1955eb00c047d7cab5,1,1,2,1,1,0
2774,0x96f9208941c317729fee6f26ef4d6cd932a1e977,1,1,2,1,1,0
2775,0x3e5fabf2c99f598bd3a899026c7b8d3d412070dd,1,1,2,1,1,0
2776,0x32ba650e879e3712c8d5ffb54c516059988e7fdf,1,1,2,1,1,0
2777,0xef31677e19855787ab37a869ac96a23c4241d423,2,0,2,2,0,2
2778,0xb3a8b022afaf9ceae63a8d157f7b092293a25ec1,1,1,2,1,1,0
2779,0x30e0afafdb59967da961fc953085a66f16fda281,1,1,2,1,1,0
2780,0xe842735e8389d3aa28718f40b137272844dd9f8c,1,1,2,1,1,0
2781,0x8ecee8d6dca1960b23f7e829c40dfe8be8b5d312,2,0,2,2,0,2
2782,0xb2ba75d8f3649862eab2b4f15d7ad96ae0f7b379,1,1,2,1,1,0
2783,0xb0d231a7fd99671850603a4797e8436f007d7122,1,1,2,1,1,0
2784,0x0bca53618a6572c7fb30f1462dee2d36e5323277,1,1,2,1,1,0
2785,0x62f65fd686b65ed36953347779f8168ba83ce2d3,1,1,2,1,1,0
2786,0xb07e5dec606e256815511d4cd11b5a65ca36ac01,1,1,2,1,1,0
2787,0x77777639f22bb93b6dca1345ff659f6f8ccd6958,1,1,2,1,1,0
2788,0x3fa3c77c52f07d4814b7dd378943b2bc967c32f2,1,1,2,1,1,0
2789,0x88a71bbefbac36200713f1523b49a431aae24d68,1,1,2,1,1,0
2790,0x6301acc32836f40eb112ef27069f2007b8d097bb,1,1,2,1,1,0
2791,0x64174450c49242535b4184e3988cc4145b80526c,1,1,2,1,1,0
2792,0x748d4efa050fec0b9ba60789e1ffb1c68f412d4c,1,1,2,1,1,0
2793,0x8cc7159945a73a29bc9f273d0c35a086a13e5dea,1,1,2,1,1,0
2794,0x96fdc5749f8dce1adb20b942c2f3fdeabe35e1e1,1,1,2,1,1,0
2795,0x9266b2929d10048c9ba1470911fbe9452dafe2a3,1,1,2,1,1,0
2796,0x60fc79ec08c5386f030912f056dca91daec3a488,1,1,2,1,1,0
2797,0x721cfbca35ddd8f4125b4e08fb737fae682d285b,1,1,2,1,1,0
2798,0x7c2ed77132d8fa523ed01c8900713a451b6c498f,1,1,2,1,1,0
2799,0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,1,1,2,1,1,0
2800,0xc707db55b8411255c4a032d954085d7d99691539,1,1,2,1,1,0
2801,0x14d8004fd26f0f21b32ef69402b6815add2d4904,1,1,2,1,1,0
2802,0x8732afea11f2183aa43c520a11a6bad6c8452943,1,1,2,1,1,0
2803,0x4553c8e709ee1d59b5c170db576a1103328a14e4,2,0,2,2,0,2
2804,0xbd042d4f67b19d5a8d90d93465dce1fbd34a1527,1,1,2,1,1,0
2805,0xe4e052f44e8d99494d511512e8d5bb3fd1e4d439,1,1,2,1,1,0
2806,0xed894c0df5412561c26eace5ae860be9c728b3ef,1,1,2,1,1,0
2807,0x62f6995b4f774a1562042dcf882f6d381bfefb96,1,1,2,1,1,0
2808,0x49923de6585e928c21fe5c8f9260d41519110118,1,1,2,1,1,0
2809,0xc55293a32998c4a0a46f8392289b26df1ee4c24c,1,1,2,1,1,0
2810,0x3361948779c28119109238521ea6783dfbbdf295,1,1,2,1,1,0
2811,0xf1b917dc36503ba9e904f6327b698867f377592e,1,1,2,1,1,0
2812,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,1,1,2,1,1,0
2813,0x9f1a1c7122fe3dc9aa3575ec61a23115d510a2b8,1,1,2,1,1,0
2814,0xb45e17db9b99b571b81280e101466ea4bfa697f9,1,1,2,1,1,0
2815,0xf93fbbf7bf8189178bb124d00ba779d88db8a6be,1,1,2,1,1,0
2816,0x3327a033fa5deeb09f08140756ccf347ddfcc1eb,1,1,2,1,1,0
2817,0xcd7c33aaa9dace84a77c1d02ec2b4dddf80b670f,1,1,2,1,1,0
2818,0x77b19f5a7080b0c1887dcacbe63a141e9317a0f0,1,1,2,1,1,0
2819,0xd782e11393e3d5da7d1da996708be0274fdf5349,1,1,2,1,1,0
2820,0x8e93685b45a888f40536f48132193e483c8df2f1,1,1,2,1,1,0
2821,0x472707d6b0c6e26f2228219796afeb2f3e38f695,1,1,2,1,1,0
2822,0xcd3490c0c37af8a834fc6244c5057ea25e0e4a07,1,1,2,1,1,0
2823,0xd1579ce790d05e297cf4a1e32d434f785563010a,1,1,2,1,1,0
2824,0x2b078332c45b86ff02c33b4165998de4ee5fd443,1,1,2,1,1,0
2825,0x2b84f93121dd5a92864725dba92c4b1716908bee,1,1,2,1,1,0
2826,0x935ab0d8c81070f8198985c8a312f74caa2b38e0,1,1,2,1,1,0
2827,0x664db55fc17523698e15b75f476d329d9aed9e06,1,1,2,1,1,0
2828,0xf4d9d9ac5c384c8f53db553337945dd96d7af639,1,1,2,1,1,0
2829,0xcc37c3e6b223f108f5262b08fc8fb313d96ff313,1,1,2,1,1,0
2830,0xc23203e8ad67fb13388bf58d513fb42b490c9dc3,1,1,2,1,1,0
2831,0x0f8e481702d34334d53095487117f1801819f63a,1,1,2,1,1,0
2832,0x5041bcfd24d3a285d1b141919fa7276be6e208d3,1,1,2,1,1,0
2833,0x6c1e0c4221ec9d36cf80cd2b9b6b9b2823e4cb69,2,0,2,2,0,2
2834,0x1f43081dfbacce730298d07490b19cfe8a634236,1,1,2,1,1,0
2835,0xcb58f6eab75e27bc9c5119d4e635a16bd68da301,1,1,2,1,1,0
2836,0xfdb64eeadacf0e65b2cacb278a3463449d80b6ea,1,1,2,1,1,0
2837,0xdd5d2417c5954fdc8014ccd8dbb888da0c23799f,1,1,2,1,1,0
2838,0x7aa474dc7c5a04230fb1b0037b42bcdbf9894401,1,1,2,1,1,0
2839,0xdec6d5bda5ffee3c5f5080c63cce22396442ece0,1,1,2,1,1,0
2840,0x8ed5003d47e6b8a7024ef9cee90403ed786b151e,1,1,2,1,1,0
2841,0x7e2fb9f5f1d753c5143af098bad983db23a0a787,1,1,2,1,1,0
2842,0x93939362fec176659bb845119d81cbe507e6d4da,1,1,2,1,1,0
2843,0x4bc0a1a6a1df54dfa4634706fb194037f4d445ad,1,1,2,1,1,0
2844,0xfa2d0984c1eecff02f015296eb46d2a123a7bfce,1,1,2,1,1,0
2845,0x5188b7f9f202f429ba001069a2a4fd9d892f86b9,1,1,2,1,1,0
2846,0xb1591bfd48c9cec84921ce5909b3d3c410a4ca9e,1,1,2,1,1,0
2847,0x84572c31acdd30c03982e27b809d30b1efbcd8f2,1,1,2,1,1,0
2848,0x550511c895c06e823ff13cea13f9a355518f1fb9,1,1,2,1,1,0
2849,0x4719dd4bf407d579b044490b6f09cc05a93b8981,1,1,2,1,1,0
2850,0x304a97c9a85c92c93ca24e0a85b69f892b67355e,1,1,2,1,1,0
2851,0x0ff84f89aa16b264075911edc5e4aead20807da4,1,1,2,1,1,0
2852,0x698f42e687d10caf095da3ccbf763bb37ab511a1,1,1,2,1,1,0
2853,0xf1b04b249cdd8aa333031a1f05cff47700fd3136,1,1,2,1,1,0
2854,0x162277f7e858eccd83813aa4d9417de5fd3f2b72,2,0,2,2,0,2
2855,0x1fcb80677fc6201e798a2acbca9233e2aa138048,1,1,2,1,1,0
2856,0x238a46ffd22be95dddcc51ec23faa0774ac85718,1,1,2,1,1,0
2857,0x93bbcf3310771090e88f19057c940524bb43bbba,1,1,2,1,1,0
2858,0x81de5dc26e0a36e0b54c138f299958d01b311460,1,1,2,1,1,0
2859,0xbf979cbaf829d5977585e2ace8441345091ff4bf,1,1,2,1,1,0
2860,0xaf1df88f7055e6192e85f5fc355d49cf61b4d4b3,1,1,2,1,1,0
2861,0xab7ab9b6495072c1136f96e301bd8f8de900f119,1,1,2,1,1,0
2862,0x7805053ecb7a2124bd9605fa4089795d972c021e,1,1,2,1,1,0
2863,0x00000000000a6d473a66abe3dbaab9e1388223bd,1,1,2,1,1,0
2864,0x4aaedd8bf1bfe00ee8f7ca8a72515615000190cf,1,1,2,1,1,0
2865,0x1396b531be8bd594d3120f7bfdb04c85c5734453,1,1,2,1,1,0
2866,0xee0c4630d82f52212d4a482686105b1f10e41a09,1,1,2,1,1,0
2867,0xe8652dfc62ae48d7b610abb0bdd98fff5ac56234,1,1,2,1,1,0
2868,0x296bda78357e591219f09e87fec7a7dda83c21a3,1,1,2,1,1,0
2869,0x240e5bd335b7b6e097db9d3cb088c307be78b00f,1,1,2,1,1,0
2870,0x9b846019b351dd81f7b2aa84cfcf39af343a6cdf,1,1,2,1,1,0
2871,0xefa131b185de4f8965b9c1a6f02e6264cac36a28,1,1,2,1,1,0
2872,0x2f5fc65b9c6d1fee8ba4ca23fb2d7c363c95133c,1,1,2,1,1,0
2873,0x69b96a9425596c14c54cd03a8fd09f416b9a6c76,1,1,2,1,1,0
2874,0x1263ce9969ed80b45384ff9597e1ae2095636011,1,1,2,1,1,0
2875,0xa402d4137e317030f295c818e239502d85aa8742,1,1,2,1,1,0
2876,0x14ee8b6381a39bfeaff5e35dd1c521f2ac6bac96,1,1,2,1,1,0
2877,0x06e073332c124b9fe758dca6c5fc4ac6ed9e61a0,1,1,2,1,1,0
2878,0xe572e1ad3ebc4332bbbeef715483ffbf4639dcc5,1,1,2,1,1,0
2879,0x619656f23accbb875a70e89cc51adab9b6ba5bb4,1,1,2,1,1,0
2880,0x8c86a236f167883a77d4a3084e5897a2b5f45f86,2,0,2,2,0,2
2881,0xdfc0c5c0d6a2913149beb1e8ccb087ffe747638c,1,1,2,1,1,0
2882,0xe0dca6770223fb1c35e9d89cc1b55696a9109bcc,1,1,2,1,1,0
2883,0xca0bc5a90dd344219fddc94004733fda242335e6,2,0,2,2,0,2
2884,0xda90d355b1bd4d01f6124fee7669090d4cbd5778,1,1,2,1,1,0
2885,0xd09ee66ff01ce668d235ed4a41f64a450f7bb6fe,1,1,2,1,1,0
2886,0x3c062a61c11ee76a0f0e886663c06283b5631011,2,0,2,2,0,2
2887,0x0d8b207695f92c45d27be4d49bb7921e4059b113,1,1,2,1,1,0
2888,0xfcc5c883aeb32fc31debdb8218bb457ba9741a48,1,1,2,1,1,0
2889,0xf905e552d0851241b0693e32c7a1b958c5289d4e,1,1,2,1,1,0
2890,0xb4a6905784fe9bc4a12e74c63ced9395067d51ac,1,1,2,1,1,0
2891,0xa5487fa6177396f959f5a1741ae251c6739a65a4,1,1,2,1,1,0
2892,0x4e4901f46ca412c989b312fe78670d417cf793b4,1,1,2,1,1,0
2893,0xe0fc323e27383142c7b5aa6ff643e7fdad28b093,1,1,2,1,1,0
2894,0xf03418a01e3d6bec24b881bb939d1002cec33bae,1,1,2,1,1,0
2895,0xde9c2d33b49e34f9ddffaf9da781cd7af8c7a346,1,1,2,1,1,0
2896,0x6d7935a33d7052b95e25fa4d133085e2c02253c3,2,0,2,2,0,2
2897,0x35f2281416437a6e3f84a459673f7a755bcc9310,1,1,2,1,1,0
2898,0x4abc33cf81e0d21f42168d044f7002edd6b80b09,2,0,2,2,0,2
2899,0xa315c96c0903b6a5f0c997fdc6b257851017590b,1,1,2,1,1,0
2900,0x586710e8d9263531f3d9124af150d5da246f86b3,1,1,2,1,1,0
2901,0x9260ae742f44b7a2e9472f5c299aa0432b3502fa,1,1,2,1,1,0
2902,0x2ecfb2f430cacb4b8361e8f5a08e6c76e42410be,1,1,2,1,1,0
2903,0x04019d7c2651cdb86b48b9af823683263c24755d,1,1,2,1,1,0
2904,0xdc9e49634b3a06e6555749bb73d4d6992dbf4f62,1,1,2,1,1,0
2905,0x131755c1a8f5339282e843a2f359c38b394f2442,1,1,2,1,1,0
2906,0x0689729cbd82da5d67277011e865025f8bcd621c,1,1,2,1,1,0
2907,0xe310338ce2dded3a5daf6efff9bc4b4d313916bc,1,1,2,1,1,0
2908,0xdd87142d1831e9f6f2994124b0c3e05255d2893f,1,1,2,1,1,0
2909,0xf55290edea583bb398a5cc6f108f61c6718a7fa2,1,1,2,1,1,0
2910,0x4af7c12c7e210f4cb8f2d8e340aaadae05a9f655,1,1,2,1,1,0
2911,0xef291dd546ff6ab5adf37844e08faca40b6a6e56,1,1,2,1,1,0
2912,0x14e5b0f83c79ce7a84d8d58db6aceb69fba654aa,1,1,2,1,1,0
2913,0x86d6702f03b9e7b6d3c4895afc0384ea6142be53,1,1,2,1,1,0
2914,0x96ec433b1d02175263f121560253e742bf78f42f,1,1,2,1,1,0
2915,0x2fd798a8fcc64ba1bc62bf363a6a28f63e93d5b8,1,1,2,1,1,0
2916,0x40cdc151735b4e48befa23914bb85ad397b7663e,1,1,2,1,1,0
2917,0xf503289ad06424adfe07b998cf775cad69c462a2,2,0,2,2,0,2
2918,0x6a99dadc216a83adb0191c264a1774e82fd31aff,1,1,2,1,1,0
2919,0xf05266681fccdecad4e69566405716d4b9bae599,1,1,2,1,1,0
2920,0x15c724ce799042d6f48a5f25673c89991bf796e6,1,1,2,1,1,0
2921,0x65e39e508d5bd9f6f0aed6273269b900a98689db,1,1,2,1,1,0
2922,0x8d49821ac8ec69e4d698155a87f90e6441d374a5,2,0,2,2,0,2
2923,0xd526f5f536d3ecad3f2d2caa48513d80ec0a2d85,1,1,2,1,1,0
2924,0x1e053743a6d9e482db0d2ca481fde39b974c04d1,1,1,2,1,1,0
2925,0x71cc25e270560ab31d5d2e15e5bf896ebfc4a640,2,0,2,2,0,2
2926,0x30a1963ec5a2cfe7e36dae4aaea39ef6fd499745,1,1,2,1,1,0
2927,0xa279d8a35315c81d8a8daa66ff8ca92cee7b22b0,1,1,2,1,1,0
2928,0xce77c0c7b02804793702dd3a86c09f7c73d2a55d,1,1,2,1,1,0
2929,0x19b6c92619c7dbf80610895331b5b51436ab1edf,1,1,2,1,1,0
2930,0x1d960cddbec881631568bce2e18b9b751b01221b,1,1,2,1,1,0
2931,0x628e8a99520b944c00fdb34ec0a38bbc4b6c43cd,1,1,2,1,1,0
2932,0xd74604c7da2405cdacdcf3fc374f27131487658d,1,1,2,1,1,0
2933,0x33d72423b6a0fa80832ddfcf123762c27c032c41,1,1,2,1,1,0
2934,0xeca5a16b1fdcd2e18bda3950a952c6375e5b277d,1,1,2,1,1,0
2935,0x7e0b386f1ade2ac05bbae69e5e0bc3f7bc8155a0,1,1,2,1,1,0
2936,0x67a0c7736e72e7682ebf483f723c9801ab37c9ff,1,1,2,1,1,0
2937,0x82027b340c65cc4fa0963752f09a616d076117cb,1,1,2,1,1,0
2938,0x1567c5d902f7145a9fc49a2ce9d9f679907285f0,1,1,2,1,1,0
2939,0x026754db09ad685f24ce2aca12f0e08febc611dd,1,1,2,1,1,0
2940,0x0997bf63dd63f7cdf49b670e0ab3ff625bbae2be,1,1,2,1,1,0
2941,0x1795953240570adc885caa16721b9fe7e26f5e26,2,0,2,2,0,2
2942,0xe1df0be0320539826c5972cdae1ea337aa4bec0d,1,1,2,1,1,0
2943,0xc559f389167a035569402f1c245c2216b86616e6,1,1,2,1,1,0
2944,0x53145da8a91ffe604320f6f0b7308cb5a8b02571,1,1,2,1,1,0
2945,0x5ea61c2d641faf0368deb0c0790dd6a4ee8b23ff,2,0,2,2,0,2
2946,0x88d3a0f608c9066840feb8d9744d530f15c87374,1,1,2,1,1,0
2947,0xd68ba9f5690b2c121c047ecab296179e668d4165,1,1,2,1,1,0
2948,0x352eb2cedf327785057517fb6b6753d8d571dc40,1,1,2,1,1,0
2949,0x065cedc345917d0efab3dac00c3473cceac06677,1,1,2,1,1,0
2950,0x8aa60881dde54833fd2e2186ee7a9661440c16a1,1,1,2,1,1,0
2951,0x68ad5906fcf33d8bce299f9389b08cd4e8ecce3b,1,1,2,1,1,0
2952,0xd6a6eac516efd44d884a07b47486684725c0d6bd,1,1,2,1,1,0
2953,0x498db7e6b0cbb65fafa179a79a98b38b545affe7,1,1,2,1,1,0
2954,0xdfb72c944d319531c1ab4b6994a8d7a65697b2c1,1,1,2,1,1,0
2955,0xe97022e3e50ac76d20f5138141d79f65acf3bc82,1,1,2,1,1,0
2956,0x000000000270308035ea0e02710b2027020846b0,1,1,2,1,1,0
2957,0x2b27a40e78aae02f13ea730f2e49f28db97c01ad,1,1,2,1,1,0
2958,0x67f2a6f0f6318ac2d8a0ad57e775276623bba6c1,1,1,2,1,1,0
2959,0x61d9a9313a07b6b684ecd447d51d6e9843c97aab,1,1,2,1,1,0
2960,0x737a1a2eddd3ba5f809fbec6306598e2df0635ae,1,1,2,1,1,0
2961,0x25b13250870e92083f610cbcc1d87a56e2d83fc1,1,1,2,1,1,0
2962,0x6f7094faeefe1eb563c30163db81e162531cf9e2,1,1,2,1,1,0
2963,0x48a64adbb34837f3bf4d40bcc40c85bbca1a3a84,2,0,2,2,0,2
2964,0xd8162ce80623a08c83a89f286de2cf9647f4aa43,1,1,2,1,1,0
2965,0x1fb4485c72a87196348e108bd6afa9fdf1df7381,1,1,2,1,1,0
2966,0x484a85bd6bce83c30b7680e1822e4ddfd335e481,1,1,2,1,1,0
2967,0x9207346a1c11204504f18b459013e7591c0502b9,1,1,2,1,1,0
2968,0x093c82654c58a113aac8d704467e43e4a2788e0c,1,1,2,1,1,0
2969,0x3ab66dec5ff0a4fb1e41f786841b5687eaa15cdb,1,1,2,1,1,0
2970,0x88b19a219053ad09c0e82cd28d98316639edaf0a,1,1,2,1,1,0
2971,0x710c6797f6f689287864e119ba7c4a920c0e3291,1,1,2,1,1,0
2972,0x1bf94ace856a08c4d011f5fdcd8e3951d51c63b9,1,1,2,1,1,0
2973,0x0cc56e024e9fda80f939ab3b434d0dd76765d175,1,1,2,1,1,0
2974,0x3eefd8089cddd8d550324b37a8d881cf8aa9fd46,1,1,2,1,1,0
2975,0x9f2cc8c4c00227cc99c2ea682ef99f80314fd282,1,1,2,1,1,0
2976,0xa1de32e0f227479fafcd634ea243c30136759ea7,1,1,2,1,1,0
2977,0x89aa0d7ebdcc58d230af421676a8f62ca168d57a,1,1,2,1,1,0
2978,0x4b69c929edc7b8b911e4309e1fecb7e9c1ded9ef,2,0,2,2,0,2
2979,0x1fdc90f5648db3c70b739fb405b03415aae79df3,1,1,2,1,1,0
2980,0x640d8591a465d4828fa399b47821c7305b1db21c,1,1,2,1,1,0
2981,0x3aa5023fb131d71dffff709e8b1b9027443b2c01,1,1,2,1,1,0
2982,0xcd6b69c709d308848394874e8c66643f944e1b2f,1,1,2,1,1,0
2983,0x77cd12c2c4350af158912c839b78ffb8aec24e73,1,1,2,1,1,0
2984,0xdabd8e649857b64749d698072f50f92097b55371,1,1,2,1,1,0
2985,0x3592f06364fb1ffc68d320795dc57e742297ef7c,1,1,2,1,1,0
2986,0xad7c728f0171debe72374f6b5b0d3cb9d7b681ac,1,1,2,1,1,0
2987,0x0000ce08fa224696a819877070bf378e8b131acf,1,1,2,1,1,0
2988,0x73e4a2b60cf48e8baf2b777e175a5b1e4d0c2d8f,1,1,2,1,1,0
2989,0x1ea42a06af817a0c7c63773a6e46fe81ba65bd05,1,1,2,1,1,0
2990,0x7c02a8cadbabcb486bea63cf7792f8862ec0ccc2,1,1,2,1,1,0
2991,0xf2e4d2dbf2226408ba463722641bb61c18b84a9b,1,1,2,1,1,0
2992,0x55a1128e948b4ec21c11843b478c0aae6c75449d,1,1,2,1,1,0
2993,0xc0336b14ca2249da78b8b45b14890e825e3125b1,1,1,2,1,1,0
